cid,request.time,timezone,phoneos,configmodule,startTs,startUTCtime,traceid
0MOeEj22UE9hcJqcN4QyFIPAkc8-khaX,2021-03-26T02:49:10.260Z,America/Chicago,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1614657641,2021/3/2 4:00,1616726949986
0MGYFXuJk0MDYRcmrpG3LWneOGNoz1od,2021-03-26T02:52:31.477Z,America/New_York,Android 11,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1609033555,2020/12/27 1:45,1616727150793
0MJBOA-GGBXoLeVoxZ9rNezRSk1eyin_,2021-03-26T03:01:05.947Z,America/Chicago,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1613397605,2021/2/15 14:00,1616727665709
0MG8_Jmm34r9k7NgfwNx23VSxqTDdxsX,2021-03-26T03:01:21.707Z,America/Chicago,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1614222000,2021/2/25 3:00,1616727681378
0MFdVjc9yp_qpmgbsbPlw5k-CVUWddHO,2021-03-26T03:08:27.473Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1608519602,2020/12/21 3:00,1616728107239
0MMuRkA5tj-i__zyAHPVQrEAED2_QlBj,2021-03-26T03:15:23.843Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1320,1970/1/1 0:22,1616728523699
0MLGELAkT6Xi3Qu-vqnI1wNRQxNI-hin,2021-03-26T03:17:49.493Z,America/Mexico_City,iOS14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1611111633,2021/1/20 3:00,1616728669052
0MJ6sWDX4PLKVbOQH77TxWh4vUcGaMwQ,2021-03-26T03:26:48.746Z,America/Edmonton,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,360,1970/1/1 0:06,1616729208472
0MGNwjZhF_rPhZFxz3jNmDRcMaF213o3,2021-03-26T03:36:13.268Z,America/Chicago,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1610073008,2021/1/8 2:30,1616729772889
0MNRP-mstPfC59SF-fRSvbQXAuymfYvM,2021-03-26T03:43:11.988Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1615002647,2021/3/6 3:50,1616730191550
0MM17J5Mi4RLK56wGuksfPc7QFr1H6Ex,2021-03-26T03:46:29.348Z,America/Denver,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1614739806,2021/3/3 2:50,1616730388971
0MKcpMC68HqI9e7pSR5f5lroM_X5Ym5q,2021-03-26T04:09:38.253Z,America/New_York,iOS 14.5,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1610517639,2021/1/13 6:00,1616731778043
0MG3dijgMb6y7aMQUaqaJByJInaYSC__,2021-03-26T04:19:33.214Z,America/Chicago,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1614749438,2021/3/3 5:30,1616732373070
0MJ6dxT0wgqO3V1K2BNfXXKqab4J98iN,2021-03-26T04:49:30.804Z,America/Edmonton,iOS 14.4,WiFiBTOnboarding_AirPurifier_Core200S_US,1610947858,2021/1/18 5:30,1616734170400
0MFxuS7yPABMcRIH9txnAdq8l3Qa6UDd,2021-03-26T05:27:55.117Z,America/Los_Angeles,Android 10,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1613271655,2021/2/14 3:00,1616736475829
0MG9IkIz_m5x3y9HL5PipSfljzEjD5Fo,2021-03-26T05:51:03.376Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1610964040,2021/1/18 10:00,1616737863112
0MGWFx8CFsaATWL9D5vGwgYcOOyOFRv5,2021-03-26T05:53:45.743Z,America/Los_Angeles,iOS13.6,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1609048918,2020/12/27 6:01,1616738025330
0MFzKeRHkW_PAFHuQnvJEMjFvxF1uWoR,2021-03-26T06:04:26.583Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1608613222,2020/12/22 5:00,1616738666288
0MLVFeiCpJ2_hHOP1xOyQVfAUTLzjxks,2021-03-26T06:12:07.587Z,America/Phoenix,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1609387201,2020/12/31 4:00,1616739127044
0MN8WBQiKGyThzh-9ew6rRrLDimEfk9Q,2021-03-26T06:12:21.052Z,America/Phoenix,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,330,1970/1/1 0:05,1616739140787
0MMy0dQXjKdPJN0ACFM3tsonunuZMB3f,2021-03-26T06:31:34.851Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,450,1970/1/1 0:07,1616740294578
0MF5gRIpcBtRZd2ht6iMgFjRyt0MMtO6,2021-03-26T06:38:28.089Z,America/Los_Angeles,iOS 13.6,WiFiBTOnboarding_AirPurifier_Core200S_US,1611270017,2021/1/21 23:00,1616740707749
0MKXxDOebzNEAYrJWimdCIlUvzlVl9CK,2021-03-26T06:47:59.351Z,America/Los_Angeles,iOS 14.4,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,630,1970/1/1 0:10,1616741279132
0MGSJJIK_UwWCyVujkyCWwiVRX0lj_dZ,2021-03-26T06:49:47.235Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1613037601,2021/2/11 10:00,1616741386809
0MFyUvCrpx0yva8pYbnvQdl9zWKh-Ifd,2021-03-26T07:32:45.786Z,America/New_York,iOS14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1613268052,2021/2/14 2:00,1616743965488
0MJ7n2CRzB1JWY8llmt_8Xzb_qg8pKJg,2021-03-26T07:45:29.519Z,America/Regina,iOS 14.4,WiFiBTOnboarding_AirPurifier_Core200S_US,1613053857,2021/2/11 14:30,1616744729120
0MM5wyj9Jnebnmvmy8RUFgOfr5QKPwty,2021-03-26T07:58:58.770Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,60,1970/1/1 0:01,1616745538399
0MOeFkjSpw4weD2MGIXFkjxzSTm-uI9Z,2021-03-26T08:25:07.232Z,America/New_York,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,720,1970/1/1 0:12,1616747107024
0MN7fP37yEyMv43eR9HGUcNZvvd0AykO,2021-03-26T09:03:35.059Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,300,1970/1/1 0:05,1616749414883
vsaqb4d47d8611eba31300163e0cf75c,2021-03-26T09:07:39.092Z,Asia/Tokyo,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_JP,660,1970/1/1 0:11,1616749658549
0MMJYxDJwto0QD6FB81EZeDfI5fFUtRG,2021-03-26T09:40:48.877Z,Europe/London,iOS 14.5,WiFiBTOnboarding_AirPurifier_Core200S_EU,435,1970/1/1 0:07,1616751648594
0MLHxDGltMbBkJTyI2ah51M4tuY_VS6-,2021-03-26T09:43:00.593Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1614597324,2021/3/1 11:15,1616751780333
vsaqa4c649be11eba4a000163e0cf75c,2021-03-26T09:55:27.185Z,Asia/Tokyo,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_JP,1225,1970/1/1 0:20,1616752526532
0MJ6CIIGyw3nslkH6s5OWRwGWPAC1MfO,2021-03-26T10:15:19.306Z,Asia/Tokyo,iOS 13.6,WiFiBTOnboarding_AirPurifier_Core200S_US,563,1970/1/1 0:09,1616753718292
0MKKHGMyr98A9Qf5HSMdge5jLCFYUr3q,2021-03-26T12:08:48.881Z,America/Chicago,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1611813621,2021/1/28 6:00,1616760528579
0MF0CGa2612uL1M3WbnzPmbuFTIrXubM,2021-03-26T12:09:07.242Z,America/Detroit,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1612823405,2021/2/8 22:30,1616760547028
0MGfk2_aPJdzo_GeNbKzsRX5ja2lS-fO,2021-03-26T12:14:39.311Z,America/New_York,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1607036438,2020/12/3 23:00,1616760879029
0MG4kfUHHGQ9Kg8yycqEKNZAaONZQ1ZV,2021-03-26T12:31:06.966Z,America/New_York,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1612530002,2021/2/5 13:00,1616761866781
0M5HFdQEsVy0gXIcoYVchoD4sqozvVFh,2021-03-26T12:31:17.803Z,America/New_York,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1615210544,2021/3/8 13:35,1616761877541
0MFAO5LICC6xOltqM1El5biaYzvj541Z,2021-03-26T12:31:23.915Z,America/New_York,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1610973051,2021/1/18 12:30,1616761883763
0MF-Mijk71I0umrMjGTOUFAeEtEk_cHL,2021-03-26T12:32:06.674Z,America/New_York,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1612067409,2021/1/31 4:30,1616761926425
0MFyrOrm4-jNxn9WxMvF2htVYfa6_ixt,2021-03-26T12:36:19.386Z,America/Chicago,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1611660602,2021/1/26 11:30,1616762179136
0MF9CqIKXkJse0DjSnSQn4IH1sWKs3in,2021-03-26T12:45:38.543Z,America/New_York,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1609729244,2021/1/4 3:00,1616762738393
0MF9CiKnTBEHuNB9hq26_HtF1TJpCkoR,2021-03-26T12:45:56.670Z,America/New_York,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1609711243,2021/1/3 22:00,1616762756508
0MKh0gQaY0TNTuc3h-GIrLMdQevimhhQ,2021-03-26T12:49:33.842Z,America/Mexico_City,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1200,1970/1/1 0:20,1616762973562
0MOFcu0OTJXeMu-19nRb7sr-ynPbnCGM,2021-03-26T13:21:03.678Z,America/New_York,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,360,1970/1/1 0:06,1616764863474
0MNQnaxUHZVXM2ytMz0iNXCl8KjhaKxe,2021-03-26T13:21:46.058Z,America/Chicago,iOS 14.0.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1614344446,2021/2/26 13:00,1616764905763
vsaq92e6348711ebbeda00163e0cf75c,2021-03-26T13:26:02.494Z,Asia/Tokyo,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_JP,1610377201,2021/1/11 15:00,1616765162057
vsaq81a234fe11eb948d00163e0cf75c,2021-03-26T13:27:30.072Z,Asia/Tokyo,iOS 14.4,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_JP,1610139639,2021/1/8 21:00,1616765249566
vsaqb50c4d7011eb9bf500163e0cf75c,2021-03-26T13:39:41.874Z,Europe/Berlin,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_EU,300,1970/1/1 0:05,1616765981464
0MKh1x9kuNPD3JSxmmtH9WN7C3AyAgHg,2021-03-26T13:44:05.175Z,America/Mexico_City,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1615208433,2021/3/8 13:00,1616766244790
vsaq5dfc7d4c11eb985100163e0cf75c,2021-03-26T13:49:37.541Z,Asia/Tokyo,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_JP,60,1970/1/1 0:01,1616766577060
0MOUlBAwLIN6zN2ZAgqOlqwJ_gvWTjR6,2021-03-26T13:51:46.993Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1614088856,2021/2/23 14:00,1616766706658
0MMG-wgLg19O6BlHIZ1DurWZxIM_ICbf,2021-03-26T14:12:25.997Z,Europe/Dublin,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_EU,1320,1970/1/1 0:22,1616767945794
0MLSC7lA2mEYa1vXR0RBZJaSQsUZ0rSu,2021-03-26T14:46:17.910Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1614171627,2021/2/24 13:00,1616769977383
0MOjBa-_rbfAlBNre9-UgxVSMLyfaRAM,2021-03-26T15:00:30.017Z,America/New_York,iOS 14.4,WiFiBTOnboarding_AirPurifier_Core200S_US,1200,1970/1/1 0:20,1616770829602
vsaq57fc5d6911ebbafb00163e0cf75c,2021-03-26T15:29:04.835Z,Asia/Tokyo,iOS 14.1,WiFiBTOnboarding_AirPurifier_Core200S_JP,550,1970/1/1 0:09,1616772544327
0MOZS486Kj4gtx-70m4DKzGq4jI2w5ej,2021-03-26T15:34:24.471Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,550,1970/1/1 0:09,1616772864122
0MKmH5shdGW7fNzWNpt3h0gjjPCLi5fL,2021-03-26T15:38:00.084Z,America/Chicago,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1613746802,2021/2/19 15:00,1616773079548
vsaqdce4649111ebbd7f00163e0cf75c,2021-03-26T16:26:53.814Z,Asia/Tokyo,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_JP,30,1970/1/1 0:00,1616776013068
0MLAdjmu_6TYQl_GkJTgRMhxU_JqFABV,2021-03-26T18:04:13.297Z,America/Los_Angeles,Android 11,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1614367827,2021/2/26 19:30,1616781852391
0MMEvRkwTOSuCtR_qp1r-oUnabdTk9LV,2021-03-26T18:23:05.981Z,Europe/Berlin,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_EU,1080,1970/1/1 0:18,1616782985446
0MKmihXk5DPb9MhXSmRE7c-5SRJI_HW9,2021-03-26T18:23:14.964Z,Europe/Berlin,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_EU,540,1970/1/1 0:09,1616782994674
0MOTyiEwxO_eajs56_qWocNPmnLmcUAl,2021-03-26T18:26:59.167Z,America/Mexico_City,iOS 14.4,WiFiBTOnboarding_AirPurifier_Core200S_US,220,1970/1/1 0:03,1616783218936
0MJ6_V4tllMaqOXmjut2avsL7-IzEsH8,2021-03-26T19:22:17.061Z,America/Toronto,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,565,1970/1/1 0:09,1616786536734
0MLMKF_s2QpH8347yjcTWBVzRHDLYf16,2021-03-26T19:28:05.292Z,Asia/Tokyo,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1612357245,2021/2/3 13:00,1616786884870
0MMG9khAa1DOOzMF_Uw4LcK-_8fNKn92,2021-03-26T19:28:29.761Z,Europe/London,iOS 14.4,WiFiBTOnboarding_AirPurifier_Core200S_EU,420,1970/1/1 0:07,1616786909407
0MLadSHUS6fLadnP5TWajgxJcykT8Hx1,2021-03-26T19:32:05.604Z,America/Denver,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1305,1970/1/1 0:21,1616787125368
0MOnJXbmrCMp1aBjvht-fbRoxdcKcSps,2021-03-26T19:43:30.440Z,America/New_York,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1200,1970/1/1 0:20,1616787810223
0M-IwswXWv3VwzCHUUWwe0ycDaMFHqSq,2021-03-26T19:57:41.789Z,America/New_York,Android 11,WiFi_Outlet_ESW10-USA,1605146414,2020/11/12 2:00,1616788661247
0M-Iv6IPVCqrN-8PI2mMufHHqBH3TUwI,2021-03-26T19:57:50.937Z,America/New_York,Android 11,WiFi_Outlet_ESW10-USA,1605060049,2020/11/11 2:00,1616788670428
0MKSUnqjAT8bD1ZdIloae51rgSoZt8AZ,2021-03-26T20:13:24.675Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1613988052,2021/2/22 10:00,1616789604311
0M-rhdafQFQwQ9Za0lgctLn4rj0BokXB,2021-03-26T20:21:10.837Z,America/New_York,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1607061609,2020/12/4 6:00,1616790070563
0M-NhGdAHCWHJPQZZJveKSjlfOX2ULaZ,2021-03-26T20:39:27.758Z,America/New_York,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1615073880,2021/3/6 23:38,1616791167492
vsaq8ab4347b11ebabb800163e0cf75c,2021-03-26T20:45:15.804Z,Asia/Tokyo,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_JP,1610757314,2021/1/16 0:35,1616791515171
0MMzei9HH4lCmfg1joS4R7go09ubdnbq,2021-03-26T20:53:17.957Z,Canada/Atlantic,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1221,1970/1/1 0:20,1616791997785
0MD5Dj6jKR4hzMLhcDhNqqUr0ipOcx1j,2021-03-26T21:16:08.681Z,America/Denver,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1614220414,2021/2/25 2:33,1616793368394
0MOeGKeXQtFE1sDCoYDaLfK4Y7iJx5yI,2021-03-26T21:41:05.197Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,60,1970/1/1 0:01,1616794864698
0MMzFlTionMwgbpWiOXS2vn5-t8wbXxe,2021-03-26T21:42:11.470Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1380,1970/1/1 0:23,1616794924471
0MJ_mE0vkFigvFxPx3hljcdNNd23Zzcv,2021-03-26T21:44:25.688Z,America/New_York,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1612650648,2021/2/6 22:30,1616795065413
0MKOoNk-zX3y3iTW0seQY1hns64wgmdQ,2021-03-26T22:20:02.239Z,America/New_York,Android 9,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1610920810,2021/1/17 22:00,1616797200718
0MM5y1OBExqNiczcQr83aJzINsL8zR_h,2021-03-26T22:21:51.661Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,485,1970/1/1 0:08,1616797311306
0MJa2-m9nW6gEBhhJp22fgw0r0iAVByf,2021-03-26T22:25:36.581Z,America/Chicago,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1608162317,2020/12/16 23:45,1616797536305
0MGcfkdUVoWvcr-FQo639eqBguayW5C_,2021-03-26T22:41:00.799Z,America/Chicago,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1606631438,2020/11/29 6:30,1616798460486
0MMFA0C6DPdzx_y-Dt9mRKxlhpr7S6KK,2021-03-26T22:43:10.195Z,Europe/Berlin,iOS 14.4.2,WiFiBTOnboarding_AirPurifier_Core200S_EU,1320,1970/1/1 0:22,1616798589845
0MM5mvqREykzD3QVbk3wUN51EWtDdmnn,2021-03-26T22:55:46.180Z,America/Los_Angeles,iOS 14.5,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1260,1970/1/1 0:21,1616799346008
0MKbt6qPp_Ss-Ja3z10m0D6ATgQRaQ8S,2021-03-26T23:04:24.021Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1613001904,2021/2/11 0:05,1616799863744
0MOcsrP_Lh4clR6IA6DuMsx7_AHgGUjx,2021-03-26T23:11:38.118Z,America/New_York,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1614987927,2021/3/5 23:45,1616800297926
0MLMKqbk9jpI8HQtxHwZ9BlWtTPsAhdU,2021-03-26T23:13:59.269Z,Asia/Tokyo,Android 9,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1613617234,2021/2/18 3:00,1616800438595
0MOd5P0ahzb4etaC-jFvmQd9KeqCnQ-9,2021-03-26T23:28:12.668Z,America/Chicago,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1200,1970/1/1 0:20,1616801292515
0MOeSZRz7dX4-Z1Lu1cflEXpOeB_RAT8,2021-03-26T23:41:25.101Z,America/New_York,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1020,1970/1/1 0:17,1616802084637
0MFdziz6EWD6RQdhBkG7-mu3qNgqUtUK,2021-03-26T23:56:11.285Z,America/Mexico_City,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1614491982,2021/2/28 5:59,1616802970838
0M-LXVvFf8NFTpFIPAT-0wMrNaX91qxa,2021-03-26T23:59:44.076Z,America/New_York,Android 11,WiFi_Outlet_ESW10-USA,1607171417,2020/12/5 12:30,1616803183480
0MKUD3spMTjHtIOsYCfdjAFifC5EDZuY,2021-03-27T00:00:48.688Z,America/New_York,Android 11,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1613651401,2021/2/18 12:30,1616803247615
0M5HBNAGx5Jc3kCDVAEyBS8eSE4FK304,2021-03-27T00:01:10.136Z,America/New_York,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1611370812,2021/1/23 3:00,1616803269889
0ML8UyB_i7i1TAGpliwxrZch2LRmjXxZ,2021-03-27T00:01:35.639Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1260,1970/1/1 0:21,1616803295369
0MDXwonYXEne0uPcR9C3txEnRXgzqZyN,2021-03-27T00:02:15.320Z,America/New_York,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1608249630,2020/12/18 0:00,1616803335076
0MLXFVL_qen3Fn-y84VvY7e48s7z72W-,2021-03-27T00:12:50.662Z,America/New_York,Android 11,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1611018057,2021/1/19 1:00,1616803969536
0MCtoPT0odxXhVyIHnPvhvwnlf2vJgcr,2021-03-27T00:19:09.429Z,America/Chicago,iOS13.2,WiFi_Outlet_ESW10-USA,1607045441,2020/12/4 1:30,1616804349121
0MGbrh023I5R3Dk6VyMe52KSYFnZPYVi,2021-03-27T00:25:29.204Z,America/New_York,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1610411451,2021/1/12 0:30,1616804728891
0MG4_mCEKgifZvczkHl6DQ7JOXYPat56,2021-03-27T00:36:20.882Z,America/Denver,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1614734889,2021/3/3 1:28,1616805380650
0MD625sKeLZ3NzNw0mt_15d2hlfBwK2T,2021-03-27T00:49:04.343Z,America/Chicago,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1608169815,2020/12/17 1:50,1616806144028
0MCtcC94DU0tr0IKCtHai5mH0Z3ZcS66,2021-03-27T00:55:38.921Z,America/New_York,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1608940847,2020/12/26 0:00,1616806538669
0MCt_rHLfiVmRVqwF6y0RCHcIONJdkhn,2021-03-27T00:56:06.210Z,America/New_York,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1608595223,2020/12/22 0:00,1616806565959
0MCt_rHS6yWRVlzJvAXocf661zBriQ6B,2021-03-27T00:57:01.155Z,America/New_York,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1607040059,2020/12/4 0:00,1616806620859
0MG8JWuvzo6WopIsSZjxLR6k82M53sht,2021-03-27T01:03:54.799Z,America/Los_Angeles,iOS 14.4,WiFiBTOnboarding_AirPurifier_Core200S_US,1125,1970/1/1 0:18,1616807034569
0MKd_dgEIInhM4dZky5-GFqVOBqae_v_,2021-03-27T01:06:18.893Z,America/Los_Angeles,iOS 14.4,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,360,1970/1/1 0:06,1616807178383
0MK5oygg-pJccheUX3F5p5X8HYF0Zu_s,2021-03-27T01:18:55.300Z,America/Los_Angeles,iOS 14.4,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1230,1970/1/1 0:20,1616807934903
0MGSITPHs0Ui6GDVXYXyIzPoabDqBpK3,2021-03-27T01:19:15.978Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1608607828,2020/12/22 3:30,1616807955728
0MLa_D77p9Uef_1_ptvz6g2nzZ8x8YWM,2021-03-27T01:27:57.513Z,America/Denver,iOS 14.4,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1260,1970/1/1 0:21,1616808477118
0MF0PmLnSK2F862iQlPdx_B9yn_FRzZH,2021-03-27T01:28:56.182Z,America/Chicago,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1607653771,2020/12/11 2:29,1616808535977
0MG9ojrnkZA3NPjcFWDJ4gPn2GwhIfWM,2021-03-27T01:32:22.130Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,810,1970/1/1 0:13,1616808741767
0MM6oJL7iCDg3LLMjRJmWcziViUeyB0M,2021-03-27T01:34:23.409Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,660,1970/1/1 0:11,1616808863077
0MJKeJVRxEa3b9Oa1C3TSqNY4gdTc0EW,2021-03-27T01:37:05.636Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1609349419,2020/12/30 17:30,1616809025178
0MG26cc3oMNOQtSdLPznw8rmGuJ_0FHj,2021-03-27T01:37:39.192Z,America/New_York,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic200S_US,1608991257,2020/12/26 14:00,1616809058957
0MOYjkBGf4Vr_UCQmb2JBxs-qsb630Iq,2021-03-27T01:52:57.385Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,488,1970/1/1 0:08,1616809977050
0MOThlICQHCX_yE66JyHpz2B4G5XkBs5,2021-03-27T02:00:16.505Z,America/Los_Angeles,iOS 14.4.1,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,983,1970/1/1 0:16,1616810416212
0MDYTQbuH8OVOctgtFyuKNYFt0rkCHHn,2021-03-27T02:03:00.566Z,America/New_York,iOS14.4.1,WiFi_Outlet_ESW10-USA,1607301017,2020/12/7 0:30,1616810580303
0MGceIKLXOp_9OquKDA947DSMYSjdMWg,2021-03-27T02:03:41.698Z,America/New_York,iOS14.4.1,WiFi_Outlet_ESW10-USA,1609455608,2020/12/31 23:00,1616810621432
0MGcfkcQZrlTBQ5hQDDtULEKBYQmlco9,2021-03-27T02:04:20.510Z,America/New_York,iOS14.4.1,WiFi_Outlet_ESW10-USA,1607301045,2020/12/7 0:30,1616810660265
0MDZQ3gNENMvzysHFETT_cjOSQDbZDCx,2021-03-27T02:30:21.607Z,America/New_York,iOS 14.4.1,WiFi_Outlet_ESW10-USA,1607731231,2020/12/12 0:00,1616812221341
0MNSORmpX4EiF4DeqsXDPd7nMT_6dfDx,2021-03-27T02:30:42.081Z,America/Chicago,iOS 14.4,WiFiBTOnboardingNotify_AirHumidifier_Classic300S_US,1260,1970/1/1 0:21,1616812241724
0MJ120R1J8v1KdHdxErmRkg3O_cOMnBx,2021-03-27T02:32:24.904Z,America/New_York,iOS14.4.1,WiFiBTOnboarding_AirPurifier_Core200S_US,1610971206,2021/1/18 12:00,1616812344737
